Member_number,Date,itemDescription,Price
3145,23-02-2015,beef,4.50
1099,13-08-2015,spread cheese,4.41
3188,06-12-2015,tropical fruit,1.50
3748,13-10-2015,packaged fruit/vegetables,4.24
4655,31-03-2015,whole milk,1.20
1827,01-05-2015,meat,5.16
2485,17-02-2015,onions,1.84
4683,15-01-2015,frankfurter,2.00
4358,06-11-2015,beef,4.50
1931,09-10-2015,beef,4.50
2490,18-12-2015,sausage,2.75
4842,08-12-2015,chicken,3.67
4616,01-01-2015,canned beer,2.50
2810,22-09-2015,sausage,2.75
2785,18-10-2015,tropical fruit,1.50
3591,20-07-2015,frankfurter,2.00
3896,10-09-2015,sausage,2.75
3842,01-07-2015,beef,4.50
2648,10-07-2015,tropical fruit,1.50
4688,02-10-2015,yogurt,1.80
3511,26-08-2015,frankfurter,2.00
3084,04-09-2015,bottled beer,3.07
3810,07-05-2015,grapes,4.50
4348,26-02-2015,beverages,3.40
3584,10-03-2015,curd,1.24
2620,11-06-2015,ice cream,4.55
2716,18-01-2015,sausage,2.75
3797,10-08-2015,other vegetables,2.50
2976,02-06-2015,dessert,3.96
2762,07-11-2015,decalcifier,2.61
3752,25-04-2015,canned beer,2.50
1659,30-11-2015,coffee,1.62
4109,08-02-2015,berries,2.94
1542,07-08-2015,pork,1.35
2068,07-06-2015,frankfurter,2.00
4509,14-06-2015,pork,1.35
4646,14-06-2015,frankfurter,2.00
2122,07-04-2015,frozen dessert,2.61
2730,15-06-2015,chicken,3.67
1800,31-07-2015,vinegar,3.61
1456,18-09-2015,rolls/buns,1.00
1138,02-09-2015,whole milk,1.20
4104,12-06-2015,pork,1.35
4985,28-02-2015,rolls/buns,1.00
3181,13-12-2015,grapes,4.50
3178,21-10-2015,frankfurter,2.00
1688,10-11-2015,finished products,1.97
1488,28-11-2015,onions,1.84
4975,08-05-2015,tropical fruit,1.50
4697,09-01-2015,other vegetables,2.50
4742,11-01-2015,ham,2.59
2640,22-04-2015,other vegetables,2.50
2548,25-12-2015,curd,1.24
2825,29-12-2015,sausage,2.75
2592,04-07-2015,canned beer,2.50
3622,28-12-2015,ham,2.59
4852,21-08-2015,packaged fruit/vegetables,4.24
1839,03-09-2015,meat,5.16
2413,04-04-2015,whole milk,1.20
2982,14-06-2015,canned beer,2.50
1981,31-10-2015,chicken,3.67
4440,21-09-2015,rolls/buns,1.00
3497,24-11-2015,pet care,4.03
3668,18-12-2015,root vegetables,2.20
4460,28-05-2015,pastry,4.81
1335,16-01-2015,frankfurter,2.00
4303,07-12-2015,chicken,3.67
3508,28-02-2015,frozen dessert,2.61
1959,19-03-2015,citrus fruit,1.70
3856,06-03-2015,sausage,2.75
3141,29-07-2015,root vegetables,2.20
4640,25-09-2015,root vegetables,2.20
4851,25-05-2015,bottled beer,3.07
3306,22-09-2015,frankfurter,2.00
2193,08-04-2015,root vegetables,2.20
1156,13-09-2015,berries,2.94
4596,08-04-2015,hamburger meat,2.11
1245,08-10-2015,tropical fruit,1.50
1515,05-07-2015,frankfurter,2.00
2564,14-07-2015,frankfurter,2.00
4527,18-10-2015,soda,1.99
2487,09-07-2015,ice cream,4.55
3420,27-02-2015,beef,4.50
4442,28-11-2015,whole milk,1.20
3164,30-04-2015,pork,1.35
3601,01-04-2015,whole milk,1.20
3176,25-05-2015,bottled beer,3.07
2568,22-07-2015,pork,1.35
1856,26-10-2015,root vegetables,2.20
3859,30-09-2015,canned beer,2.50
1668,21-08-2015,citrus fruit,1.70
4499,23-08-2015,pip fruit,1.80
1753,21-08-2015,root vegetables,2.20
3829,25-06-2015,tropical fruit,1.50
4825,08-01-2015,beef,4.50
3694,10-11-2015,chicken,3.67
4147,02-01-2015,citrus fruit,1.70
2196,09-10-2015,meat,5.16
2229,22-05-2015,cream cheese,1.70 
4724,03-09-2015,citrus fruit,1.70
3066,11-10-2015,specialty bar,3.47
1120,08-06-2015,meat,5.16
4769,22-08-2015,citrus fruit,1.70
4711,17-09-2015,frankfurter,2.00
2391,22-06-2015,citrus fruit,1.70
1216,04-03-2015,turkey,3.42
3154,14-05-2015,citrus fruit,1.70
3911,30-07-2015,sausage,2.75
3111,15-10-2015,newspapers,4.71
1385,26-11-2015,whole milk,1.20
1158,21-03-2015,yogurt,1.80
2733,22-07-2015,yogurt,1.80
4999,26-12-2015,bottled water,3.73
2882,12-06-2015,berries,2.94
2590,25-06-2015,packaged fruit/vegetables,4.24
4249,04-08-2015,frankfurter,2.00
3012,03-05-2015,nuts/prunes,2.09
1533,07-11-2015,citrus fruit,1.70
1667,12-01-2015,beef,4.50
4323,13-05-2015,whole milk,1.20
2087,22-02-2015,other vegetables,2.50
1853,31-05-2015,beef,4.50
2157,29-10-2015,fish,3.18
1136,29-10-2015,other vegetables,2.50
2049,07-10-2015,tropical fruit,1.50
3122,02-05-2015,coffee,1.62
2245,15-05-2015,sausage,2.75
4746,18-10-2015,meat,5.16
4224,24-02-2015,chicken,3.67
4219,19-03-2015,berries,2.94
2641,01-01-2015,frozen meals,2.18
3173,25-07-2015,whipped/sour cream,1.49
2191,19-10-2015,beef,4.50
4212,07-04-2015,chicken,3.67
1902,01-12-2015,chicken,3.67
1347,27-03-2015,beef,4.50
1578,23-06-2015,packaged fruit/vegetables,4.24
1264,23-11-2015,sugar,1.95
4632,30-09-2015,frankfurter,2.00
3452,01-11-2015,berries,2.94
4822,10-02-2015,bottled water,3.73
3987,18-06-2015,sausage,2.75
1672,07-10-2015,whole milk,1.20
4864,01-12-2015,ice cream,4.55
3368,09-03-2015,frankfurter,2.00
1283,22-09-2015,root vegetables,2.20
4428,28-06-2015,sausage,2.75
2577,25-10-2015,sausage,2.75
1973,24-10-2015,beef,4.50
3284,23-01-2015,fruit/vegetable juice,2.00
1905,19-05-2015,sugar,1.95
2226,09-03-2015,berries,2.94
1932,04-09-2015,yogurt,1.80
4506,11-08-2015,pork,1.35
1843,27-11-2015,bottled beer,3.07
3973,27-07-2015,curd,1.24
1651,28-07-2015,beef,4.50
3997,12-10-2015,pork,1.35
4796,25-08-2015,white bread,1.90
1245,24-09-2015,grapes,4.50
3579,17-08-2015,potato products,4.96
4387,10-02-2015,root vegetables,2.20
2496,29-06-2015,chicken,3.67
3590,28-03-2015,chicken,3.67
2890,26-04-2015,fish,3.18
1401,27-01-2015,canned beer,2.50
3297,21-05-2015,other vegetables,2.50
2867,23-12-2015,chicken,3.67
1365,20-05-2015,other vegetables,2.50
2355,24-07-2015,tropical fruit,1.50
1170,19-03-2015,whole milk,1.20
3554,21-03-2015,beef,4.50
4171,26-01-2015,sausage,2.75
3963,17-09-2015,whole milk,1.20
3076,08-12-2015,rolls/buns,1.00
1629,17-05-2015,citrus fruit,1.70
1366,30-05-2015,whole milk,1.20
3677,29-07-2015,pastry,4.81
2844,21-05-2015,tropical fruit,1.50
4509,28-09-2015,sliced cheese,3.69
3245,11-05-2015,soda,1.99
2294,22-06-2015,ham,2.59
1234,20-11-2015,salty snack,1.80
3001,24-12-2015,whole milk,1.20
3587,05-08-2015,root vegetables,2.20
2700,22-01-2015,soda,1.99
3838,14-12-2015,curd,1.24
4045,22-12-2015,bottled water,3.73
1858,25-04-2015,packaged fruit/vegetables,4.24
2280,11-01-2015,tropical fruit,1.50
2454,06-04-2015,ham,2.59
4437,09-10-2015,pork,1.35
1685,30-03-2015,beverages,3.40
2349,26-02-2015,sausage,2.75
1463,24-12-2015,sausage,2.75
3470,19-02-2015,root vegetables,2.20
4914,29-11-2015,whole milk,1.20
2448,31-08-2015,frankfurter,2.00
3387,10-05-2015,soda,1.99
3167,04-11-2015,soda,1.99
3175,17-03-2015,frankfurter,2.00
2678,21-09-2015,berries,2.94
4627,18-12-2015,canned beer,2.50
1773,17-10-2015,frankfurter,2.00
3100,23-05-2015,frankfurter,2.00
3232,29-05-2015,berries,2.94
3673,12-08-2015,frankfurter,2.00
4068,19-11-2015,newspapers,4.71
2340,07-10-2015,frozen fish,4.20
1930,01-03-2015,tropical fruit,1.50
3526,02-06-2015,beef,4.50
1617,10-02-2015,rolls/buns,1.00
1028,11-07-2015,specialty chocolate,4.80
4440,01-12-2015,sparkling wine,3.20
3554,23-07-2015,citrus fruit,1.70
1632,15-12-2015,onions,1.84
1429,07-02-2015,whole milk,1.20
1225,20-05-2015,photo/film,4.32
2509,15-07-2015,hamburger meat,2.11
4945,02-08-2015,other vegetables,2.50
4342,18-03-2015,whole milk,1.20
1832,28-09-2015,pork,1.35
1518,21-06-2015,tropical fruit,1.50
1512,20-09-2015,chicken,3.67
4818,20-03-2015,other vegetables,2.50
4686,19-08-2015,sausage,2.75
4986,01-02-2015,whole milk,1.20
2755,06-02-2015,rolls/buns,1.00
4532,29-11-2015,hygiene articles,1.15
2070,16-08-2015,ice cream,4.55
1894,09-05-2015,curd,1.24
3473,25-01-2015,whole milk,1.20
2140,28-09-2015,onions,1.84
3286,23-12-2015,finished products,1.97
4729,08-04-2015,salt,2.98
3204,20-02-2015,tropical fruit,1.50
1574,18-04-2015,other vegetables,2.50
3361,22-07-2015,chocolate,1.80
1776,25-02-2015,ice cream,4.55
2009,11-10-2015,tropical fruit,1.50
3479,24-03-2015,frankfurter,2.00
2394,22-11-2015,butter,1.88
1337,25-12-2015,other vegetables,2.50
3574,13-06-2015,tropical fruit,1.50
1727,18-07-2015,citrus fruit,1.70
1016,05-10-2015,UHT-milk,2.50
4326,21-01-2015,beef,4.50
2212,22-09-2015,curd,1.24
1990,01-08-2015,citrus fruit,1.70
3836,06-12-2015,yogurt,1.80
4560,01-07-2015,bottled beer,3.07
1119,04-02-2015,grapes,4.50
1379,18-05-2015,pork,1.35
1658,03-09-2015,sausage,2.75
2948,16-06-2015,frankfurter,2.00
1273,04-05-2015,artif. sweetener,3.80
1155,27-12-2015,frankfurter,2.00
1672,05-02-2015,pip fruit,1.80
3841,02-04-2015,frankfurter,2.00
1683,20-08-2015,whole milk,1.20
1774,07-08-2015,domestic eggs,1.40
4441,17-06-2015,packaged fruit/vegetables,4.24
1929,02-05-2015,chicken,3.67
1273,31-01-2015,pork,1.35
2920,11-10-2015,citrus fruit,1.70
2467,18-04-2015,light bulbs,4.73
2678,28-11-2015,cream cheese,1.70 
3423,02-06-2015,sausage,2.75
4223,19-07-2015,citrus fruit,1.70
2846,23-09-2015,other vegetables,2.50
4103,26-07-2015,chicken,3.67
4789,02-05-2015,ice cream,4.55
4916,26-02-2015,pork,1.35
2518,03-05-2015,pork,1.35
2622,07-03-2015,onions,1.84
4321,29-01-2015,tropical fruit,1.50
2050,28-06-2015,whipped/sour cream,1.49
2146,20-06-2015,berries,2.94
3938,26-05-2015,berries,2.94
1636,19-09-2015,rolls/buns,1.00
4694,29-07-2015,ice cream,4.55
2432,07-07-2015,coffee,1.62
4937,18-05-2015,whole milk,1.20
1293,01-03-2015,whole milk,1.20
2883,17-02-2015,citrus fruit,1.70
2267,30-01-2015,beef,4.50
3997,09-06-2015,pork,1.35
4792,20-07-2015,turkey,3.42
2292,25-03-2015,margarine,1.30
1018,23-05-2015,butter milk,2.66
4922,13-02-2015,beef,4.50
3151,25-09-2015,bottled water,3.73
2517,04-07-2015,pip fruit,1.80
1499,17-05-2015,whole milk,1.20
4993,21-01-2015,chocolate,1.80
1606,11-11-2015,frankfurter,2.00
2918,10-08-2015,whole milk,1.20
1815,13-01-2015,sausage,2.75
4524,05-07-2015,grapes,4.50
1395,11-06-2015,brown bread,2.45
3456,16-06-2015,root vegetables,2.20
1597,05-02-2015,UHT-milk,2.50
2315,02-05-2015,onions,1.84
4095,29-09-2015,beef,4.50
3680,24-11-2015,pork,1.35
2847,23-11-2015,canned beer,2.50
3426,25-10-2015,yogurt,1.80
4750,04-08-2015,yogurt,1.80
1384,09-08-2015,pip fruit,1.80
3120,09-08-2015,meat,5.16
1081,25-04-2015,coffee,1.62
1171,05-05-2015,bottled water,3.73
4932,08-07-2015,bottled beer,3.07
4189,11-09-2015,sausage,2.75
4455,09-09-2015,shopping bags,0.50
2928,11-02-2015,pork,1.35
4817,18-03-2015,frankfurter,2.00
4257,28-06-2015,ice cream,4.55
4254,20-07-2015,root vegetables,2.20
4071,19-09-2015,sausage,2.75
2109,28-10-2015,sausage,2.75
1412,05-07-2015,root vegetables,2.20
4088,23-09-2015,canned vegetables,3.63
4056,20-10-2015,tropical fruit,1.50
4441,05-05-2015,grapes,4.50
4363,01-07-2015,whole milk,1.20
2107,27-11-2015,frankfurter,2.00
2941,23-02-2015,dessert,3.96
1497,26-07-2015,shopping bags,0.50
2211,01-01-2015,butter,1.88
3510,02-01-2015,frankfurter,2.00
4074,27-05-2015,pork,1.35
3190,21-11-2015,whole milk,1.20
2297,01-03-2015,brown bread,2.45
3311,01-07-2015,frozen fish,4.20
3085,21-01-2015,soda,1.99
3693,16-11-2015,whole milk,1.20
4859,07-07-2015,pork,1.35
2125,25-06-2015,whipped/sour cream,1.49
2261,04-04-2015,frankfurter,2.00
3679,27-11-2015,grapes,4.50
4165,18-08-2015,sausage,2.75
3538,01-03-2015,citrus fruit,1.70
3913,19-02-2015,ham,2.59
2336,14-04-2015,chewing gum,0.74
3549,01-08-2015,beef,4.50
4434,21-09-2015,beef,4.50
2854,08-02-2015,other vegetables,2.50
3413,08-02-2015,frankfurter,2.00
1780,13-10-2015,canned fish,2.50
2899,06-09-2015,sausage,2.75
2106,13-08-2015,bottled water,3.73
3929,30-07-2015,specialty cheese,1.44
3857,01-10-2015,bottled water,3.73
4459,18-12-2015,bottled water,3.73
4551,28-07-2015,chicken,3.67
4042,17-12-2015,frankfurter,2.00
2599,06-05-2015,chicken,3.67
1045,25-11-2015,chicken,3.67
4677,24-01-2015,butter,1.88
1580,14-06-2015,citrus fruit,1.70
3269,07-10-2015,whipped/sour cream,1.49
4368,29-01-2015,frankfurter,2.00
1111,20-11-2015,beef,4.50
4841,13-09-2015,chicken,3.67
3047,07-09-2015,sausage,2.75
4349,14-03-2015,citrus fruit,1.70
3580,24-11-2015,ice cream,4.55
2370,18-07-2015,specialty chocolate,4.80
3094,28-06-2015,frankfurter,2.00
1146,12-09-2015,pork,1.35
2287,16-12-2015,UHT-milk,2.50
3911,23-08-2015,UHT-milk,2.50
4891,19-04-2015,cookware,3.12
4837,02-12-2015,citrus fruit,1.70
4464,21-10-2015,sausage,2.75
2940,18-10-2015,frankfurter,2.00
4972,06-02-2015,citrus fruit,1.70
4890,03-07-2015,ham,2.59
4295,17-07-2015,ham,2.59
2729,24-09-2015,bottled water,3.73
1125,19-11-2015,popcorn,4.28
1850,11-01-2015,tropical fruit,1.50
2928,22-09-2015,frankfurter,2.00
3717,30-05-2015,hamburger meat,2.11
3809,24-03-2015,soda,1.99
3437,02-02-2015,sausage,2.75
1481,17-01-2015,yogurt,1.80
1050,04-05-2015,meat,5.16
2918,16-03-2015,red/blush wine,8.00
4499,08-08-2015,UHT-milk,2.50
4117,06-01-2015,brown bread,2.45
1630,22-05-2015,semi-finished bread,1.12
3715,11-05-2015,whole milk,1.20
3512,17-11-2015,cat food,3.99
1197,27-04-2015,citrus fruit,1.70
3958,04-03-2015,citrus fruit,1.70
4890,14-09-2015,meat,5.16
3112,19-05-2015,rolls/buns,1.00
4502,22-11-2015,root vegetables,2.20
4719,01-06-2015,tropical fruit,1.50
1516,28-01-2015,brown bread,2.45
4281,18-10-2015,shopping bags,0.50
1566,30-04-2015,grapes,4.50
4641,29-11-2015,ham,2.59
2561,26-02-2015,root vegetables,2.20
2344,17-12-2015,ice cream,4.55
2643,21-04-2015,tropical fruit,1.50
3236,09-04-2015,finished products,1.97
4863,30-12-2015,dessert,3.96
2264,12-01-2015,sparkling wine,3.20
3168,20-03-2015,other vegetables,2.50
1282,18-11-2015,misc. beverages,3.47
2832,02-11-2015,other vegetables,2.50
3067,27-11-2015,misc. beverages,3.47
1847,17-04-2015,dessert,3.96
3525,14-02-2015,frankfurter,2.00
1231,14-10-2015,sausage,2.75
3471,28-03-2015,meat,5.16
2421,22-11-2015,sausage,2.75
4092,14-06-2015,onions,1.84
1577,16-03-2015,beef,4.50
3463,13-06-2015,pip fruit,1.80
3518,01-08-2015,ham,2.59
4325,14-10-2015,yogurt,1.80
4947,18-11-2015,citrus fruit,1.70
2194,11-01-2015,other vegetables,2.50
2868,20-03-2015,pork,1.35
3211,30-09-2015,bathroom cleaner,3.09
4537,01-01-2015,ham,2.59
2243,15-09-2015,grapes,4.50
2399,21-01-2015,pastry,4.81
4133,22-01-2015,citrus fruit,1.70
2937,17-06-2015,photo/film,4.32
1029,14-03-2015,dessert,3.96
4384,22-09-2015,citrus fruit,1.70
3756,22-07-2015,soda,1.99
1646,19-06-2015,chewing gum,0.74
3066,30-11-2015,root vegetables,2.20
1259,27-11-2015,pork,1.35
2245,28-01-2015,turkey,3.42
3289,01-03-2015,tropical fruit,1.50
3742,22-08-2015,sausage,2.75
4537,09-04-2015,sausage,2.75
4531,29-09-2015,pork,1.35
3764,05-10-2015,sausage,2.75
1581,13-08-2015,grapes,4.50
2859,11-02-2015,grapes,4.50
2175,06-03-2015,other vegetables,2.50
1301,03-11-2015,pot plants,5.00
3465,01-11-2015,bottled water,3.73
2203,27-06-2015,prosecco,3.41
2113,16-08-2015,UHT-milk,2.50
3072,26-01-2015,bottled water,3.73
2805,17-08-2015,rolls/buns,1.00
2511,14-07-2015,specialty chocolate,4.80
2120,26-01-2015,beef,4.50
2346,24-04-2015,tropical fruit,1.50
2071,14-10-2015,beef,4.50
2610,26-02-2015,rolls/buns,1.00
3489,18-11-2015,berries,2.94
3458,13-08-2015,sausage,2.75
4869,06-02-2015,chicken,3.67
2580,11-04-2015,sausage,2.75
3305,24-06-2015,shopping bags,0.50
3811,24-06-2015,canned beer,2.50
1782,16-08-2015,soda,1.99
3050,07-04-2015,yogurt,1.80
4924,14-09-2015,rolls/buns,1.00
1480,21-11-2015,rolls/buns,1.00
3508,15-08-2015,whole milk,1.20
2545,18-11-2015,citrus fruit,1.70
3638,06-06-2015,citrus fruit,1.70
3971,30-12-2015,brown bread,2.45
4536,06-04-2015,tropical fruit,1.50
2707,12-06-2015,frankfurter,2.00
1382,29-09-2015,coffee,1.62
4648,14-09-2015,ham,2.59
2699,18-04-2015,other vegetables,2.50
3119,05-02-2015,sausage,2.75
4695,09-09-2015,pork,1.35
4778,24-08-2015,citrus fruit,1.70
3451,26-04-2015,tropical fruit,1.50
2221,16-12-2015,other vegetables,2.50
4217,23-11-2015,pork,1.35
1334,07-06-2015,chicken,3.67
2499,22-11-2015,root vegetables,2.20
3585,21-07-2015,citrus fruit,1.70
3161,08-11-2015,fruit/vegetable juice,2.00
2434,06-06-2015,beef,4.50
4448,06-01-2015,frankfurter,2.00
4597,13-07-2015,frankfurter,2.00
4584,09-10-2015,beef,4.50
1606,10-03-2015,ham,2.59
3323,12-11-2015,shopping bags,0.50
1308,14-03-2015,pork,1.35
1331,07-10-2015,condensed milk,3.61
2386,30-01-2015,chicken,3.67
3910,28-02-2015,sausage,2.75
4274,01-08-2015,bottled beer,3.07
3101,21-01-2015,chicken,3.67
4416,23-12-2015,finished products,1.97
2375,09-12-2015,pork,1.35
1819,09-09-2015,root vegetables,2.20
3981,02-10-2015,domestic eggs,1.40
3553,01-06-2015,domestic eggs,1.40
3846,28-01-2015,bottled water,3.73
3037,23-02-2015,cling film/bags,4.81
3469,09-02-2015,other vegetables,2.50
1601,09-12-2015,whole milk,1.20
4040,03-03-2015,sausage,2.75
3926,07-06-2015,sausage,2.75
4201,14-10-2015,tropical fruit,1.50
4274,30-09-2015,frankfurter,2.00
2665,13-04-2015,frozen potato products,3.36
3153,08-10-2015,frankfurter,2.00
2691,07-09-2015,frankfurter,2.00
4022,31-07-2015,chicken,3.67
3716,10-11-2015,tropical fruit,1.50
4537,12-10-2015,bottled beer,3.07
4875,11-06-2015,citrus fruit,1.70
3822,25-09-2015,hamburger meat,2.11
3609,12-12-2015,chicken,3.67
4428,23-08-2015,pork,1.35
3947,16-04-2015,rolls/buns,1.00
2448,17-08-2015,bottled water,3.73
2688,11-04-2015,sausage,2.75
3764,24-07-2015,frozen potato products,3.36
4523,24-08-2015,frankfurter,2.00
3698,30-08-2015,sausage,2.75
3898,21-08-2015,tropical fruit,1.50
1761,02-10-2015,bottled beer,3.07
2689,11-01-2015,bottled beer,3.07
1627,11-04-2015,rolls/buns,1.00
4629,16-11-2015,citrus fruit,1.70
2790,30-12-2015,yogurt,1.80
4496,23-01-2015,turkey,3.42
1934,27-02-2015,soda,1.99
2513,12-02-2015,canned beer,2.50
3298,28-01-2015,canned beer,2.50
4214,20-03-2015,sausage,2.75
2480,14-08-2015,pork,1.35
4962,29-03-2015,Instant food products,2.45
3960,20-06-2015,frankfurter,2.00
2074,23-01-2015,oil,3.38
2625,03-10-2015,chicken,3.67
1557,04-08-2015,beef,4.50
2007,28-08-2015,dessert,3.96
2120,07-10-2015,pork,1.35
4289,08-09-2015,curd,1.24
2356,31-01-2015,chicken,3.67
4301,30-09-2015,whipped/sour cream,1.49
2950,07-02-2015,frankfurter,2.00
2263,02-07-2015,frankfurter,2.00
3186,25-11-2015,liver loaf,2.32
2655,01-07-2015,pork,1.35
1491,18-06-2015,frankfurter,2.00
2069,10-02-2015,pork,1.35
3012,20-09-2015,pork,1.35
2681,24-02-2015,soda,1.99
4144,06-11-2015,root vegetables,2.20
3919,07-10-2015,whipped/sour cream,1.49
2777,01-06-2015,chocolate,1.80
4119,09-05-2015,whole milk,1.20
3597,23-06-2015,pork,1.35
2110,15-05-2015,coffee,1.62
3523,19-04-2015,rolls/buns,1.00
3364,14-09-2015,citrus fruit,1.70
3759,08-09-2015,citrus fruit,1.70
4014,15-11-2015,soda,1.99
3140,27-08-2015,cream cheese,1.70 
2787,24-06-2015,soda,1.99
2525,16-11-2015,chicken,3.67
2555,05-12-2015,frozen fish,4.20
2419,07-04-2015,sausage,2.75
4257,21-08-2015,beef,4.50
4267,16-06-2015,ham,2.59
2364,08-09-2015,chicken,3.67
4008,04-05-2015,herbs,1.29
1231,28-06-2015,grapes,4.50
1651,06-05-2015,tropical fruit,1.50
1371,11-05-2015,frankfurter,2.00
2501,09-09-2015,onions,1.84
1467,02-05-2015,sausage,2.75
1015,04-05-2015,citrus fruit,1.70
4697,10-02-2015,hamburger meat,2.11
2727,30-09-2015,frankfurter,2.00
3592,10-06-2015,sausage,2.75
1279,19-07-2015,root vegetables,2.20
1708,02-04-2015,oil,3.38
2305,05-01-2015,canned beer,2.50
3294,03-07-2015,newspapers,4.71
4147,16-09-2015,pip fruit,1.80
3850,03-09-2015,coffee,1.62
1624,22-12-2015,red/blush wine,8.00
3023,06-05-2015,onions,1.84
2771,26-08-2015,frankfurter,2.00
1144,01-04-2015,meat,5.16
3938,18-05-2015,whole milk,1.20
4180,07-09-2015,dessert,3.96
1053,09-07-2015,hamburger meat,2.11
2671,27-07-2015,chewing gum,0.74
2001,09-09-2015,bottled water,3.73
2095,29-09-2015,beverages,3.40
3245,08-12-2015,whole milk,1.20
4878,18-04-2015,citrus fruit,1.70
3489,09-03-2015,tropical fruit,1.50
3300,25-07-2015,cat food,3.99
3090,14-02-2015,whole milk,1.20
4441,18-02-2015,soda,1.99
1242,18-05-2015,sausage,2.75
1190,11-06-2015,root vegetables,2.20
1983,06-07-2015,berries,2.94
1872,24-08-2015,other vegetables,2.50
4291,09-12-2015,sausage,2.75
4400,11-12-2015,beverages,3.40
1628,05-02-2015,chicken,3.67
1345,21-03-2015,whole milk,1.20
2732,02-04-2015,sausage,2.75
3410,29-10-2015,ham,2.59
1920,09-02-2015,whole milk,1.20
3241,20-09-2015,root vegetables,2.20
2962,26-04-2015,citrus fruit,1.70
2492,10-04-2015,frankfurter,2.00
2416,05-11-2015,ice cream,4.55
1538,08-03-2015,sausage,2.75
3801,23-10-2015,root vegetables,2.20
3202,29-09-2015,ham,2.59
4471,28-02-2015,coffee,1.62
4939,14-10-2015,citrus fruit,1.70
2575,13-03-2015,pot plants,5.00
4419,23-12-2015,other vegetables,2.50
4217,01-12-2015,whole milk,1.20
1968,10-01-2015,zwieback,1.29
3084,12-08-2015,chicken,3.67
4807,18-06-2015,butter,1.88
4781,22-11-2015,ham,2.59
2432,06-10-2015,whole milk,1.20
2951,05-09-2015,citrus fruit,1.70
1452,09-05-2015,ham,2.59
1603,23-07-2015,canned beer,2.50
4727,21-11-2015,frankfurter,2.00
4751,19-11-2015,chicken,3.67
4296,24-01-2015,frankfurter,2.00
2555,11-11-2015,bottled beer,3.07
